edinet_cd,name,部門区分,行区分,正規化group1,正規化科目,unit,表示単位,2017/3/31,2018/3/31,2019/3/31,2020/3/31,2021/3/31,2022/3/31,2023/3/31,2024/3/31,2025/3/31,2026/3/31
E04505,四国電力株式会社,水力発電費,内訳,固定資産除却費,除却費用,JPY,百万円,442,437,535,429,261,267,149,332,552,634
E04505,四国電力株式会社,水力発電費,内訳,固定資産除却費,除却損,JPY,百万円,274,188,270,219,224,183,166,162,265,193
E04505,四国電力株式会社,水力発電費,個別勘定科目合計,,減価償却費,JPY,百万円,3737,4245,4116,4044,3605,3529,2750,2848,2867,3078
E04505,四国電力株式会社,水力発電費,内訳,減価償却費,普通償却費,JPY,百万円,3737,4245,4116,4044,3605,3529,2750,2848,2867,3078
E04505,四国電力株式会社,水力発電費,個別勘定科目,,補償費,JPY,百万円,102,104,107,108,106,105,106,138,111,168
E04505,四国電力株式会社,水力発電費,個別勘定科目,,消耗品費,JPY,百万円,27,33,30,33,32,30,27,46,43,65
E04505,四国電力株式会社,水力発電費,個別勘定科目,,非化石証書関連振替額,JPY,百万円,,,,,-287,50,-195,-155,-186,405
E04505,四国電力株式会社,水力発電費,区分合計,,合計,JPY,百万円,12665,13022,14154,13524,11763,12372,10378,12912,12510,14429
E04505,四国電力株式会社,汽力発電費,個別勘定科目,,諸費,JPY,百万円,1026,609,763,2413,633,1051,1724,1538,824,2492
E04505,四国電力株式会社,汽力発電費,個別勘定科目,,給料手当,JPY,百万円,3860,3724,3661,3510,3348,3202,3107,3185,3162,3297
E04505,四国電力株式会社,汽力発電費,個別勘定科目,,附帯事業営業費用分担関連費振替額|貸方,JPY,百万円,0,0,0,0,0,0,0,0,0,0
E04505,四国電力株式会社,汽力発電費,個別勘定科目合計,,固定資産除却費,JPY,百万円,673,714,873,1771,4434,2176,1150,2686,1441,1709
E04505,四国電力株式会社,汽力発電費,内訳,固定資産除却費,除却損,JPY,百万円,139,56,340,388,151,545,348,273,78,127
E04505,四国電力株式会社,汽力発電費,内訳,固定資産除却費,除却費用,JPY,百万円,534,658,533,1383,4282,1630,802,2412,1363,1581
E04505,四国電力株式会社,汽力発電費,個別勘定科目,,消耗品費,JPY,百万円,338,288,378,370,304,286,236,390,258,434
E04505,四国電力株式会社,汽力発電費,個別勘定科目,,雑給,JPY,百万円,10,12,28,14,8,8,11,24,21,27
E04505,四国電力株式会社,汽力発電費,個別勘定科目合計,,減価償却費,JPY,百万円,10933,10203,9357,8542,9342,8736,9433,15662,17506,15732
E04505,四国電力株式会社,汽力発電費,内訳,減価償却費,試運転償却費,JPY,百万円,1155,,,,,,2768,1392,,
E04505,四国電力株式会社,汽力発電費,内訳,減価償却費,普通償却費,JPY,百万円,9777,10203,9357,8542,9342,8736,6665,14269,17506,15732
E04505,四国電力株式会社,汽力発電費,個別勘定科目合計,,諸税,JPY,百万円,1308,1613,1480,1397,1357,1284,1224,1220,2461,2128
E04505,四国電力株式会社,汽力発電費,内訳,諸税,雑税,JPY,百万円,13,56,29,36,14,16,12,16,65,12
E04505,四国電力株式会社,汽力発電費,内訳,諸税,固定資産税,JPY,百万円,1294,1556,1451,1360,1342,1267,1212,1204,2395,2115
E04505,四国電力株式会社,汽力発電費,個別勘定科目,,賃借料,JPY,百万円,91,75,78,90,192,204,213,199,179,165
E04505,四国電力株式会社,汽力発電費,個別勘定科目,,補償費,JPY,百万円,491,351,335,325,326,302,272,273,272,281
E04505,四国電力株式会社,汽力発電費,個別勘定科目合計,,給料手当振替額|貸方,JPY,百万円,-12,-12,-14,-13,-12,-18,-15,-11,-11,-14
E04505,四国電力株式会社,汽力発電費,内訳,給料手当振替額|貸方,その他への振替額|貸方,JPY,百万円,-12,-12,-14,-13,-9,-13,-8,-9,-11,-14
E04505,四国電力株式会社,汽力発電費,内訳,給料手当振替額|貸方,建設費への振替額|貸方,JPY,百万円,,,0,0,-3,-5,-6,-1,,
E04505,四国電力株式会社,汽力発電費,個別勘定科目,,委託費,JPY,百万円,4137,3652,3929,3711,3284,3606,3683,3922,3938,4162
E04505,四国電力株式会社,汽力発電費,個別勘定科目合計,,燃料費,JPY,百万円,65176,80614,77439,63010,55878,104829,201064,161232,109528,80605
E04505,四国電力株式会社,汽力発電費,内訳,燃料費,運炭費及び運搬費,JPY,百万円,180,178,186,170,177,174,178,174,188,212
E04505,四国電力株式会社,汽力発電費,内訳,燃料費,ガス費,JPY,百万円,19350,25558,26376,26497,19501,25450,56027,42714,35407,27112
E04505,四国電力株式会社,汽力発電費,内訳,燃料費,石炭費,JPY,百万円,29254,34597,39088,31855,28666,51493,104806,101869,65449,51117
E04505,四国電力株式会社,汽力発電費,内訳,燃料費,燃料油費,JPY,百万円,16202,20088,11609,4230,7339,27319,39189,15592,7735,1645
E04505,四国電力株式会社,汽力発電費,内訳,燃料費,助燃費及び蒸気料,JPY,百万円,188,191,178,256,193,391,863,881,748,517
E04505,四国電力株式会社,汽力発電費,個別勘定科目,,共有設備費等分担額,JPY,百万円,175,125,152,139,122,106,206,165,216,224
E04505,四国電力株式会社,汽力発電費,個別勘定科目,,共有設備費等分担額|貸方,JPY,百万円,-60,-97,-60,-98,-78,-294,-80,-271,-96,-268
E04505,四国電力株式会社,汽力発電費,個別勘定科目,,修繕費,JPY,百万円,15213,13072,14552,19703,12589,8910,10532,25940,11268,17026
E04505,四国電力株式会社,汽力発電費,個別勘定科目,,損害保険料,JPY,百万円,39,47,45,45,47,47,51,55,58,146
E04505,四国電力株式会社,汽力発電費,個別勘定科目合計,,厚生費,JPY,百万円,810,772,759,727,714,665,653,658,642,657
E04505,四国電力株式会社,汽力発電費,内訳,厚生費,法定厚生費,JPY,百万円,612,569,558,545,545,506,500,514,507,515
E04505,四国電力株式会社,汽力発電費,内訳,厚生費,一般厚生費,JPY,百万円,197,202,201,181,168,159,153,144,135,141
E04505,四国電力株式会社,汽力発電費,個別勘定科目,,廃棄物処理費,JPY,百万円,4075,4151,3772,3486,3752,4372,3522,4198,4202,4851
E04505,四国電力株式会社,汽力発電費,個別勘定科目,,非化石証書関連振替額,JPY,百万円,,,,,-1,0,0,0,0,-2
E04505,四国電力株式会社,汽力発電費,区分合計,,合計,JPY,百万円,108289,119920,117533,109150,96246,139481,236992,221071,155877,133658
E04505,四国電力株式会社,原子力発電費,個別勘定科目,,廃棄物処理費,JPY,百万円,1450,2000,1788,2413,1529,1674,2316,8774,2591,2344
E04505,四国電力株式会社,原子力発電費,個別勘定科目,,損害保険料,JPY,百万円,322,389,337,359,366,334,297,374,374,372
E04505,四国電力株式会社,原子力発電費,個別勘定科目,,賃借料,JPY,百万円,350,263,241,216,547,524,489,484,500,520
E04505,四国電力株式会社,原子力発電費,個別勘定科目,,共有設備費等分担額|貸方,JPY,百万円,-5,-5,-6,-6,-6,-6,-6,-7,-6,-6
E04505,四国電力株式会社,原子力発電費,個別勘定科目,,特定放射性廃棄物処分費,JPY,百万円,1247,1322,1114,2222,,1209,4104,5213,4374,5484
E04505,四国電力株式会社,原子力発電費,個別勘定科目合計,,燃料費,JPY,百万円,4267,3643,2307,4484,,1980,5967,5081,3749,4029
E04505,四国電力株式会社,原子力発電費,内訳,燃料費,核燃料減損額,JPY,百万円,4267,3492,2307,4109,,1795,5271,5062,3677,3971
E04505,四国電力株式会社,原子力発電費,内訳,燃料費,核燃料減損修正損,JPY,百万円,,150,,375,,185,696,18,72,57
E04505,四国電力株式会社,原子力発電費,個別勘定科目,,諸費,JPY,百万円,2092,6781,6619,4922,847,1769,688,894,1164,2578
E04505,四国電力株式会社,原子力発電費,個別勘定科目合計,,厚生費,JPY,百万円,1003,951,915,894,861,830,824,839,836,830
E04505,四国電力株式会社,原子力発電費,内訳,厚生費,法定厚生費,JPY,百万円,781,710,680,652,652,626,624,639,646,640
E04505,四国電力株式会社,原子力発電費,内訳,厚生費,一般厚生費,JPY,百万円,221,241,235,242,208,203,200,199,189,190
E04505,四国電力株式会社,原子力発電費,個別勘定科目合計,,固定資産除却費,JPY,百万円,914,1826,267,1162,878,824,356,809,539,784
E04505,四国電力株式会社,原子力発電費,内訳,固定資産除却費,除却費用,JPY,百万円,475,1200,175,728,629,630,245,600,336,547
E04505,四国電力株式会社,原子力発電費,内訳,固定資産除却費,除却損,JPY,百万円,438,626,92,433,248,194,111,209,202,236
E04505,四国電力株式会社,原子力発電費,個別勘定科目,,雑給,JPY,百万円,130,138,103,95,95,93,85,84,99,136
E04505,四国電力株式会社,原子力発電費,個別勘定科目,,原子力発電施設解体費,JPY,百万円,1916,1927,4129,2766,3763,3885,4209,4609,,
E04505,四国電力株式会社,原子力発電費,個別勘定科目合計,,原賠・廃炉等支援機構負担金,JPY,百万円,6520,6520,6520,6520,7789,7755,7755,7755,7755,7755
E04505,四国電力株式会社,原子力発電費,内訳,原賠・廃炉等支援機構負担金,原賠・廃炉等支援機構一般負担金,JPY,百万円,6520,6520,6520,6520,7789,7755,7755,7755,7755,7755
E04505,四国電力株式会社,原子力発電費,個別勘定科目合計,,諸税,JPY,百万円,3400,2964,3674,3451,3256,3682,4138,4910,4675,4667
E04505,四国電力株式会社,原子力発電費,内訳,諸税,固定資産税,JPY,百万円,1911,2022,1907,1855,1715,1593,2651,2508,2319,2215
E04505,四国電力株式会社,原子力発電費,内訳,諸税,雑税,JPY,百万円,1489,941,1766,1595,1541,2088,1486,2402,2355,2452
E04505,四国電力株式会社,原子力発電費,個別勘定科目合計,,使用済燃料再処理等拠出金費,JPY,百万円,8756,9602,7420,10782,,3525,10362,8608,7249,7748
E04505,四国電力株式会社,原子力発電費,内訳,使用済燃料再処理等拠出金費,使用済燃料再処理等拠出金発電費,JPY,百万円,5518,6363,4181,7543,,3525,10362,8608,,
E04505,四国電力株式会社,原子力発電費,内訳,使用済燃料再処理等拠出金費,使用済燃料再処理等既発電費,JPY,百万円,3238,3238,3238,3238,,,,,,
E04505,四国電力株式会社,原子力発電費,個別勘定科目合計,,減価償却費,JPY,百万円,17321,16295,15252,11856,11135,16381,13536,13589,12821,13380
E04505,四国電力株式会社,原子力発電費,内訳,減価償却費,普通償却費,JPY,百万円,17321,16295,15252,11856,11135,16381,13536,13589,12821,13380
E04505,四国電力株式会社,原子力発電費,個別勘定科目,,補償費,JPY,百万円,0,0,0,0,0,0,0,0,0,1
E04505,四国電力株式会社,原子力発電費,個別勘定科目,,委託費,JPY,百万円,14089,9127,6318,6962,6560,6026,6495,7937,8481,8008
E04505,四国電力株式会社,原子力発電費,個別勘定科目,,修繕費,JPY,百万円,7937,15705,5134,6085,10186,10205,5299,11317,15774,16269
E04505,四国電力株式会社,原子力発電費,個別勘定科目,,給料手当,JPY,百万円,4947,4673,4547,4374,4125,4098,3983,3962,4194,4231
E04505,四国電力株式会社,原子力発電費,個別勘定科目,,消耗品費,JPY,百万円,566,895,650,502,547,1034,509,1591,849,855
E04505,四国電力株式会社,原子力発電費,個別勘定科目合計,,原子力損害賠償資金補助法負担金,JPY,百万円,6,5,6,6,5,6,6,6,7,7
E04505,四国電力株式会社,原子力発電費,内訳,原子力損害賠償資金補助法負担金,原子力損害賠償資金補助法一般負担金,JPY,百万円,6,5,6,6,5,6,6,6,7,7
E04505,四国電力株式会社,原子力発電費,個別勘定科目合計,,給料手当振替額|貸方,JPY,百万円,,-41,-57,-36,-45,-79,-45,-19,-20,-11
E04505,四国電力株式会社,原子力発電費,内訳,給料手当振替額|貸方,その他への振替額|貸方,JPY,百万円,,-41,-57,-36,-45,-79,-45,-19,-20,-11
E04505,四国電力株式会社,原子力発電費,内訳,給料手当振替額|貸方,建設費への振替額|貸方,JPY,百万円,,,0,,,,,0,,
E04505,四国電力株式会社,原子力発電費,個別勘定科目,,非化石証書関連振替額,JPY,百万円,,,,,,-859,-1304,368,-1000,-10
E04505,四国電力株式会社,原子力発電費,個別勘定科目,,廃炉拠出金費,JPY,百万円,,,,,,,,,1918,1918
E04505,四国電力株式会社,原子力発電費,区分合計,,合計,JPY,百万円,77235,84989,67285,70036,52447,64896,70069,87186,76900,81897
E04505,四国電力株式会社,内燃力発電費,個別勘定科目合計,,燃料費,JPY,百万円,0,0,0,0,0,0,0,0,0,0
E04505,四国電力株式会社,内燃力発電費,内訳,燃料費,燃料油費,JPY,百万円,0,0,0,0,0,0,0,0,0,0
E04505,四国電力株式会社,内燃力発電費,個別勘定科目,,損害保険料,JPY,百万円,0,0,0,0,0,0,0,0,0,0
E04505,四国電力株式会社,内燃力発電費,個別勘定科目,,賃借料,JPY,百万円,1,1,1,1,1,1,1,1,1,1
E04505,四国電力株式会社,内燃力発電費,個別勘定科目,,修繕費,JPY,百万円,2,2,28,2,2,53,4,2,3,9
E04505,四国電力株式会社,内燃力発電費,個別勘定科目合計,,減価償却費,JPY,百万円,5,4,3,4,4,6,6,6,3,3
E04505,四国電力株式会社,内燃力発電費,内訳,減価償却費,普通償却費,JPY,百万円,5,4,3,4,4,6,6,6,3,3
E04505,四国電力株式会社,内燃力発電費,個別勘定科目,,消耗品費,JPY,百万円,0,0,0,0,0,0,0,0,0,0
E04505,四国電力株式会社,内燃力発電費,個別勘定科目合計,,諸税,JPY,百万円,0,0,0,0,0,0,0,0,0,0
E04505,四国電力株式会社,内燃力発電費,内訳,諸税,固定資産税,JPY,百万円,0,0,0,0,0,0,0,0,0,0
E04505,四国電力株式会社,内燃力発電費,個別勘定科目,,委託費,JPY,百万円,,,0,0,0,,0,0,0,0
E04505,四国電力株式会社,内燃力発電費,個別勘定科目合計,,固定資産除却費,JPY,百万円,,,,,,0,,,,
E04505,四国電力株式会社,内燃力発電費,内訳,固定資産除却費,除却費用,JPY,百万円,,,,,,0,,,,
E04505,四国電力株式会社,内燃力発電費,内訳,固定資産除却費,除却損,JPY,百万円,,,,,,0,,,,
E04505,四国電力株式会社,内燃力発電費,区分合計,,合計,JPY,百万円,9,9,33,9,9,62,13,12,9,15
E04505,四国電力株式会社,新エネルギー等発電費,個別勘定科目合計,,減価償却費,JPY,百万円,54,9,79,36,31,30,29,28,36,66
E04505,四国電力株式会社,新エネルギー等発電費,内訳,減価償却費,普通償却費,JPY,百万円,54,9,79,36,31,30,29,28,36,66
E04505,四国電力株式会社,新エネルギー等発電費,個別勘定科目,,諸費,JPY,百万円,0,0,0,0,0,4,12,19,21,21
E04505,四国電力株式会社,新エネルギー等発電費,個別勘定科目,,修繕費,JPY,百万円,13,1,14,12,5,6,16,10,9,20
E04505,四国電力株式会社,新エネルギー等発電費,個別勘定科目合計,,諸税,JPY,百万円,19,3,31,8,7,7,7,7,7,7
E04505,四国電力株式会社,新エネルギー等発電費,内訳,諸税,固定資産税,JPY,百万円,19,3,31,8,7,6,6,6,5,5
E04505,四国電力株式会社,新エネルギー等発電費,内訳,諸税,雑税,JPY,百万円,,,,0,0,0,1,1,1,1
E04505,四国電力株式会社,新エネルギー等発電費,個別勘定科目,,消耗品費,JPY,百万円,0,0,0,0,0,0,1,3,2,1
E04505,四国電力株式会社,新エネルギー等発電費,個別勘定科目,,委託費,JPY,百万円,0,0,0,0,15,0,22,46,90,74
E04505,四国電力株式会社,新エネルギー等発電費,個別勘定科目,,非化石証書関連振替額,JPY,百万円,,,,,0,0,0,0,0,-1
E04505,四国電力株式会社,新エネルギー等発電費,個別勘定科目合計,,厚生費,JPY,百万円,,,,,4,19,35,42,46,48
E04505,四国電力株式会社,新エネルギー等発電費,内訳,厚生費,法定厚生費,JPY,百万円,,,,,3,16,28,35,39,41
E04505,四国電力株式会社,新エネルギー等発電費,内訳,厚生費,一般厚生費,JPY,百万円,,,,,0,2,6,6,6,7
E04505,四国電力株式会社,新エネルギー等発電費,個別勘定科目,,損害保険料,JPY,百万円,,,,,0,0,0,0,0,0
E04505,四国電力株式会社,新エネルギー等発電費,個別勘定科目,,賃借料,JPY,百万円,,,,,0,0,1,3,3,3
E04505,四国電力株式会社,新エネルギー等発電費,個別勘定科目,,給料手当,JPY,百万円,,,,,22,109,182,221,253,276
E04505,四国電力株式会社,新エネルギー等発電費,個別勘定科目合計,,固定資産除却費,JPY,百万円,,,,,,1,,0,,17
E04505,四国電力株式会社,新エネルギー等発電費,内訳,固定資産除却費,除却損,JPY,百万円,,,,,,0,,0,,0
E04505,四国電力株式会社,新エネルギー等発電費,内訳,固定資産除却費,除却費用,JPY,百万円,,,,,,0,,,,16
E04505,四国電力株式会社,新エネルギー等発電費,個別勘定科目,,雑給,JPY,百万円,,,,,,,0,0,0,0
E04505,四国電力株式会社,新エネルギー等発電費,個別勘定科目,,補償費,JPY,百万円,,,,,,,,,0,
E04505,四国電力株式会社,新エネルギー等発電費,区分合計,,合計,JPY,百万円,87,14,126,57,88,180,309,382,472,536
E04505,四国電力株式会社,地帯間購入電力料,個別勘定科目,,地帯間購入電源費,JPY,百万円,474,469,756,784,,,,,,
E04505,四国電力株式会社,地帯間購入電力料,区分合計,,合計,JPY,百万円,474,469,756,784,,,,,,
E04505,四国電力株式会社,他社購入電力料,個別勘定科目,,他社購入送電費,JPY,百万円,141,141,140,140,,,,,,
E04505,四国電力株式会社,他社購入電力料,個別勘定科目合計,,他社購入電源費,JPY,百万円,154739,178562,198054,197568,206354,156296,239325,117180,225563,177434
E04505,四国電力株式会社,他社購入電力料,内訳,他社購入電源費,その他の電源費,JPY,百万円,66425,77820,87204,80227,96417,121763,191709,97002,201093,155442
E04505,四国電力株式会社,他社購入電力料,内訳,他社購入電源費,新エネルギー等電源費,JPY,百万円,88313,100741,110849,117340,109936,34533,47616,20178,24470,21991
E04505,四国電力株式会社,他社購入電力料,個別勘定科目,,非化石証書購入費,JPY,百万円,,,25,60,1300,766,1573,1506,2124,3074
E04505,四国電力株式会社,他社購入電力料,区分合計,,合計,JPY,百万円,154880,178703,198220,197769,207654,157063,240899,118686,227688,180509
E04505,四国電力株式会社,送電費,個別勘定科目合計,,厚生費,JPY,百万円,750,727,668,670,,,,,,
E04505,四国電力株式会社,送電費,内訳,厚生費,法定厚生費,JPY,百万円,597,569,514,510,,,,,,
E04505,四国電力株式会社,送電費,内訳,厚生費,一般厚生費,JPY,百万円,152,158,153,159,,,,,,
E04505,四国電力株式会社,送電費,個別勘定科目,,雑給,JPY,百万円,26,12,0,7,,,,,,
E04505,四国電力株式会社,送電費,個別勘定科目,,損害保険料,JPY,百万円,0,0,0,0,,,,,,
E04505,四国電力株式会社,送電費,個別勘定科目合計,,給料手当振替額|貸方,JPY,百万円,-15,-14,-13,-12,,,,,,
E04505,四国電力株式会社,送電費,内訳,給料手当振替額|貸方,建設費への振替額|貸方,JPY,百万円,-4,-3,-3,-2,,,,,,
E04505,四国電力株式会社,送電費,内訳,給料手当振替額|貸方,その他への振替額|貸方,JPY,百万円,-10,-11,-10,-9,,,,,,
E04505,四国電力株式会社,送電費,個別勘定科目合計,,固定資産除却費,JPY,百万円,965,826,784,1350,,,,,,
E04505,四国電力株式会社,送電費,内訳,固定資産除却費,除却費用,JPY,百万円,762,712,707,1031,,,,,,
E04505,四国電力株式会社,送電費,内訳,固定資産除却費,除却損,JPY,百万円,203,114,77,319,,,,,,
E04505,四国電力株式会社,送電費,個別勘定科目,,託送料,JPY,百万円,6301,6322,6312,6276,,,,,,
E04505,四国電力株式会社,送電費,個別勘定科目,,共有設備費等分担額|貸方,JPY,百万円,0,0,0,0,,,,,,
E04505,四国電力株式会社,送電費,個別勘定科目,,給料手当,JPY,百万円,3695,3689,3332,3278,,,,,,
E04505,四国電力株式会社,送電費,個別勘定科目,,委託費,JPY,百万円,1115,971,843,851,,,,,,
E04505,四国電力株式会社,送電費,個別勘定科目合計,,諸税,JPY,百万円,1544,1500,1471,1458,,,,,,
E04505,四国電力株式会社,送電費,内訳,諸税,雑税,JPY,百万円,11,11,10,9,,,,,,
E04505,四国電力株式会社,送電費,内訳,諸税,固定資産税,JPY,百万円,1533,1489,1460,1449,,,,,,
E04505,四国電力株式会社,送電費,個別勘定科目,,賃借料,JPY,百万円,354,352,361,350,,,,,,
E04505,四国電力株式会社,送電費,個別勘定科目,,消耗品費,JPY,百万円,50,50,39,50,,,,,,
E04505,四国電力株式会社,送電費,個別勘定科目,,事業者間精算費,JPY,百万円,1399,1902,1148,82,,,,,,
E04505,四国電力株式会社,送電費,個別勘定科目合計,,減価償却費,JPY,百万円,9439,9226,8991,8843,,,,,,
E04505,四国電力株式会社,送電費,内訳,減価償却費,普通償却費,JPY,百万円,9439,9226,8991,8843,,,,,,
E04505,四国電力株式会社,送電費,個別勘定科目,,修繕費,JPY,百万円,3628,3451,3563,3542,,,,,,
E04505,四国電力株式会社,送電費,個別勘定科目,,諸費,JPY,百万円,365,397,394,243,,,,,,
E04505,四国電力株式会社,送電費,個別勘定科目,,補償費,JPY,百万円,64,64,67,66,,,,,,
E04505,四国電力株式会社,送電費,個別勘定科目,,共有設備費等分担額,JPY,百万円,3,3,3,3,,,,,,
E04505,四国電力株式会社,送電費,区分合計,,合計,JPY,百万円,29691,29486,27971,27066,,,,,,
E04505,四国電力株式会社,変電費,個別勘定科目,,損害保険料,JPY,百万円,20,20,20,20,,,,,,
E04505,四国電力株式会社,変電費,個別勘定科目,,諸費,JPY,百万円,244,204,151,170,,,,,,
E04505,四国電力株式会社,変電費,個別勘定科目,,補償費,JPY,百万円,21,,0,,,,,,,
E04505,四国電力株式会社,変電費,個別勘定科目,,給料手当,JPY,百万円,2237,2218,2259,2283,,,,,,
E04505,四国電力株式会社,変電費,個別勘定科目,,委託費,JPY,百万円,81,320,-147,205,,,,,,
E04505,四国電力株式会社,変電費,個別勘定科目,,修繕費,JPY,百万円,2328,2171,2184,1986,,,,,,
E04505,四国電力株式会社,変電費,個別勘定科目,,賃借料,JPY,百万円,55,51,61,61,,,,,,
E04505,四国電力株式会社,変電費,個別勘定科目合計,,給料手当振替額|貸方,JPY,百万円,-22,-9,-13,-9,,,,,,
E04505,四国電力株式会社,変電費,内訳,給料手当振替額|貸方,建設費への振替額|貸方,JPY,百万円,-22,-9,-12,-9,,,,,,
E04505,四国電力株式会社,変電費,内訳,給料手当振替額|貸方,その他への振替額|貸方,JPY,百万円,,,0,,,,,,,
E04505,四国電力株式会社,変電費,個別勘定科目合計,,厚生費,JPY,百万円,452,438,449,464,,,,,,
E04505,四国電力株式会社,変電費,内訳,厚生費,法定厚生費,JPY,百万円,362,344,351,359,,,,,,
E04505,四国電力株式会社,変電費,内訳,厚生費,一般厚生費,JPY,百万円,89,94,97,105,,,,,,
E04505,四国電力株式会社,変電費,個別勘定科目,,共有設備費等分担額|貸方,JPY,百万円,-130,-138,-151,-106,,,,,,
E04505,四国電力株式会社,変電費,個別勘定科目合計,,減価償却費,JPY,百万円,6976,6763,6561,6274,,,,,,
E04505,四国電力株式会社,変電費,内訳,減価償却費,普通償却費,JPY,百万円,6976,6763,6561,6274,,,,,,
E04505,四国電力株式会社,変電費,個別勘定科目合計,,固定資産除却費,JPY,百万円,871,839,674,663,,,,,,
E04505,四国電力株式会社,変電費,内訳,固定資産除却費,除却費用,JPY,百万円,477,434,423,391,,,,,,
E04505,四国電力株式会社,変電費,内訳,固定資産除却費,除却損,JPY,百万円,394,404,250,271,,,,,,
E04505,四国電力株式会社,変電費,個別勘定科目,,雑給,JPY,百万円,10,9,3,2,,,,,,
E04505,四国電力株式会社,変電費,個別勘定科目,,消耗品費,JPY,百万円,34,27,29,33,,,,,,
E04505,四国電力株式会社,変電費,個別勘定科目合計,,諸税,JPY,百万円,1146,1124,1105,1084,,,,,,
E04505,四国電力株式会社,変電費,内訳,諸税,雑税,JPY,百万円,7,7,7,7,,,,,,
E04505,四国電力株式会社,変電費,内訳,諸税,固定資産税,JPY,百万円,1138,1116,1098,1077,,,,,,
E04505,四国電力株式会社,変電費,区分合計,,合計,JPY,百万円,14330,14041,13190,13135,,,,,,
E04505,四国電力株式会社,配電費,個別勘定科目,,雑給,JPY,百万円,51,50,63,68,,,,,,
E04505,四国電力株式会社,配電費,個別勘定科目合計,,給料手当振替額|貸方,JPY,百万円,-109,-116,-115,-113,,,,,,
E04505,四国電力株式会社,配電費,内訳,給料手当振替額|貸方,建設費への振替額|貸方,JPY,百万円,-109,-116,-115,-113,,,,,,
E04505,四国電力株式会社,配電費,個別勘定科目,,諸費,JPY,百万円,1048,976,972,1306,,,,,,
E04505,四国電力株式会社,配電費,個別勘定科目合計,,諸税,JPY,百万円,3052,3078,3066,3041,,,,,,
E04505,四国電力株式会社,配電費,内訳,諸税,雑税,JPY,百万円,23,24,25,24,,,,,,
E04505,四国電力株式会社,配電費,内訳,諸税,固定資産税,JPY,百万円,3029,3053,3040,3016,,,,,,
E04505,四国電力株式会社,配電費,個別勘定科目,,補償費,JPY,百万円,75,67,67,48,,,,,,
E04505,四国電力株式会社,配電費,個別勘定科目,,委託費,JPY,百万円,6253,3835,3553,3666,,,,,,
E04505,四国電力株式会社,配電費,個別勘定科目,,委託検針費,JPY,百万円,1434,1333,1183,1106,,,,,,
E04505,四国電力株式会社,配電費,個別勘定科目合計,,減価償却費,JPY,百万円,7767,7696,7421,7215,,,,,,
E04505,四国電力株式会社,配電費,内訳,減価償却費,普通償却費,JPY,百万円,7767,7696,7421,7215,,,,,,
E04505,四国電力株式会社,配電費,個別勘定科目,,給料手当,JPY,百万円,7082,7156,7080,6844,,,,,,
E04505,四国電力株式会社,配電費,個別勘定科目,,修繕費,JPY,百万円,25744,27135,27862,26727,,,,,,
E04505,四国電力株式会社,配電費,個別勘定科目,,賃借料,JPY,百万円,3235,3329,3218,3272,,,,,,
E04505,四国電力株式会社,配電費,個別勘定科目合計,,固定資産除却費,JPY,百万円,1425,1648,1492,1380,,,,,,
E04505,四国電力株式会社,配電費,内訳,固定資産除却費,除却費用,JPY,百万円,575,553,612,549,,,,,,
E04505,四国電力株式会社,配電費,内訳,固定資産除却費,除却損,JPY,百万円,850,1095,879,831,,,,,,
E04505,四国電力株式会社,配電費,個別勘定科目,,消耗品費,JPY,百万円,138,145,99,141,,,,,,
E04505,四国電力株式会社,配電費,個別勘定科目合計,,厚生費,JPY,百万円,1521,1491,1468,1446,,,,,,
E04505,四国電力株式会社,配電費,内訳,厚生費,法定厚生費,JPY,百万円,1166,1115,1089,1078,,,,,,
E04505,四国電力株式会社,配電費,内訳,厚生費,一般厚生費,JPY,百万円,355,375,378,368,,,,,,
E04505,四国電力株式会社,配電費,個別勘定科目,,損害保険料,JPY,百万円,0,0,,0,,,,,,
E04505,四国電力株式会社,配電費,区分合計,,合計,JPY,百万円,58724,57829,57432,56151,,,,,,
E04505,四国電力株式会社,販売費,個別勘定科目合計,,厚生費,JPY,百万円,2002,1940,1917,1858,899,923,921,901,884,874
E04505,四国電力株式会社,販売費,内訳,厚生費,法定厚生費,JPY,百万円,1634,1549,1516,1471,693,723,723,714,709,698
E04505,四国電力株式会社,販売費,内訳,厚生費,一般厚生費,JPY,百万円,367,390,401,386,206,200,198,186,174,176
E04505,四国電力株式会社,販売費,個別勘定科目,,給料手当,JPY,百万円,10094,9993,9943,9578,4698,4692,4586,4395,4478,4457
E04505,四国電力株式会社,販売費,個別勘定科目,,補償費,JPY,百万円,0,2,1,2,0,0,14,0,0,4
E04505,四国電力株式会社,販売費,個別勘定科目,,消耗品費,JPY,百万円,283,238,249,315,190,122,147,163,118,90
E04505,四国電力株式会社,販売費,個別勘定科目,,委託集金費,JPY,百万円,570,515,487,746,108,70,47,30,,
E04505,四国電力株式会社,販売費,個別勘定科目合計,,諸税,JPY,百万円,161,155,156,122,97,104,136,130,146,153
E04505,四国電力株式会社,販売費,内訳,諸税,雑税,JPY,百万円,161,155,156,122,97,104,136,130,146,153
E04505,四国電力株式会社,販売費,個別勘定科目,,普及開発関係費,JPY,百万円,1443,1703,1538,1539,1310,1504,987,1203,1627,1205
